image_path,blazer_color,tie_color,shoe_color,shirt_color,pant_color
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie\000004.jpg,charcoal grey,purple tie,,baby pink,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie\000005.jpg,charcoal grey,purple tie,,white,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_beige_shoes\000001.jpg,charcoal grey,purple tie,beige shoes,pale brown,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_beige_shoes\000002.jpg,charcoal grey,purple tie,beige shoes,baby pink,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_beige_shoes\000003.jpg,charcoal grey,purple tie,beige shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_beige_shoes\000004.jpg,charcoal grey,purple tie,beige shoes,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_beige_shoes\000005.jpg,charcoal grey,purple tie,beige shoes,white,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_black_shoes\000001.jpg,charcoal grey,purple tie,black shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_black_shoes\000002.jpg,charcoal grey,purple tie,black shoes,baby pink,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_black_shoes\000003.jpg,charcoal grey,purple tie,black shoes,beige,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_black_shoes\000004.jpg,charcoal grey,purple tie,black shoes,baby pink,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_black_shoes\000005.jpg,charcoal grey,purple tie,black shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_brown_shoes\000001.jpg,charcoal grey,purple tie,brown shoes,pale brown,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_brown_shoes\000002.jpg,charcoal grey,purple tie,brown shoes,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_brown_shoes\000003.jpg,charcoal grey,purple tie,brown shoes,white,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_brown_shoes\000004.png,charcoal grey,purple tie,brown shoes,black,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_brown_shoes\000005.jpg,charcoal grey,purple tie,brown shoes,beige,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_grey_shoes\000001.jpg,charcoal grey,purple tie,grey shoes,baby pink,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_grey_shoes\000002.jpg,charcoal grey,purple tie,grey shoes,black,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_grey_shoes\000003.jpg,charcoal grey,purple tie,grey shoes,beige,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_grey_shoes\000004.jpg,charcoal grey,purple tie,grey shoes,black,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_grey_shoes\000005.jpg,charcoal grey,purple tie,grey shoes,pale brown,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_white_shoes\000001.jpg,charcoal grey,purple tie,white shoes,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_white_shoes\000002.jpg,charcoal grey,purple tie,white shoes,white,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_white_shoes\000003.jpg,charcoal grey,purple tie,white shoes,white,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_white_shoes\000004.jpg,charcoal grey,purple tie,white shoes,pale brown,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_purple_tie_and_white_shoes\000005.png,charcoal grey,purple tie,white shoes,baby pink,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie\000001.jpg,charcoal grey,red tie,,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie\000002.jpg,charcoal grey,red tie,,pale brown,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie\000003.jpg,charcoal grey,red tie,,black,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie\000004.jpg,charcoal grey,red tie,,beige,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie\000005.jpg,charcoal grey,red tie,,baby pink,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_beige_shoes\000001.jpg,charcoal grey,red tie,beige shoes,white,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_beige_shoes\000002.jpg,charcoal grey,red tie,beige shoes,baby pink,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_beige_shoes\000003.jpg,charcoal grey,red tie,beige shoes,black,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_beige_shoes\000004.jpg,charcoal grey,red tie,beige shoes,white,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_beige_shoes\000005.jpg,charcoal grey,red tie,beige shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_black_shoes\000001.jpg,charcoal grey,red tie,black shoes,white,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_black_shoes\000002.jpg,charcoal grey,red tie,black shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_black_shoes\000003.jpg,charcoal grey,red tie,black shoes,white,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_black_shoes\000004.jpg,charcoal grey,red tie,black shoes,pale brown,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_black_shoes\000005.jpg,charcoal grey,red tie,black shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_brown_shoes\000001.jpg,charcoal grey,red tie,brown shoes,black,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_brown_shoes\000002.jpg,charcoal grey,red tie,brown shoes,pale brown,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_brown_shoes\000003.jpg,charcoal grey,red tie,brown shoes,beige,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_brown_shoes\000004.jpg,charcoal grey,red tie,brown shoes,baby pink,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_brown_shoes\000005.jpg,charcoal grey,red tie,brown shoes,pale brown,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_grey_shoes\000001.jpg,charcoal grey,red tie,grey shoes,beige,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_grey_shoes\000002.jpg,charcoal grey,red tie,grey shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_grey_shoes\000003.jpg,charcoal grey,red tie,grey shoes,black,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_grey_shoes\000004.jpg,charcoal grey,red tie,grey shoes,black,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_grey_shoes\000005.jpg,charcoal grey,red tie,grey shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_white_shoes\000001.jpg,charcoal grey,red tie,white shoes,black,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_white_shoes\000002.jpg,charcoal grey,red tie,white shoes,baby pink,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_white_shoes\000003.jpg,charcoal grey,red tie,white shoes,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_white_shoes\000004.jpg,charcoal grey,red tie,white shoes,black,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_red_tie_and_white_shoes\000005.jpg,charcoal grey,red tie,white shoes,black,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_tie\000001.jpg,charcoal grey,tie,,baby pink,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_tie\000002.jpg,charcoal grey,tie,,baby pink,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_tie\000003.jpg,charcoal grey,tie,,pale brown,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_tie\000004.jpg,charcoal grey,tie,,black,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_tie\000005.jpg,charcoal grey,tie,,white,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_white_shoes\000001.jpg,charcoal grey,,white shoes,beige,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_white_shoes\000002.jpg,charcoal grey,,white shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_white_shoes\000003.jpg,charcoal grey,,white shoes,beige,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_white_shoes\000004.jpg,charcoal grey,,white shoes,baby pink,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_white_shoes\000005.jpg,charcoal grey,,white shoes,beige,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie\000001.jpg,charcoal grey,yellow tie,,white,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie\000002.jpg,charcoal grey,yellow tie,,beige,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie\000003.jpg,charcoal grey,yellow tie,,pale brown,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie\000004.jpg,charcoal grey,yellow tie,,beige,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie\000005.jpg,charcoal grey,yellow tie,,baby pink,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_beige_shoes\000001.jpg,charcoal grey,yellow tie,beige shoes,baby pink,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_beige_shoes\000002.jpg,charcoal grey,yellow tie,beige shoes,pale brown,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_beige_shoes\000003.jpg,charcoal grey,yellow tie,beige shoes,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_beige_shoes\000004.jpg,charcoal grey,yellow tie,beige shoes,black,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_beige_shoes\000005.png,charcoal grey,yellow tie,beige shoes,black,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_black_shoes\000001.jpg,charcoal grey,yellow tie,black shoes,baby pink,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_black_shoes\000002.jpg,charcoal grey,yellow tie,black shoes,black,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_black_shoes\000003.jpg,charcoal grey,yellow tie,black shoes,beige,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_black_shoes\000004.jpg,charcoal grey,yellow tie,black shoes,beige,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_black_shoes\000005.jpg,charcoal grey,yellow tie,black shoes,baby pink,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_brown_shoes\000001.jpg,charcoal grey,yellow tie,brown shoes,baby pink,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_brown_shoes\000002.jpg,charcoal grey,yellow tie,brown shoes,black,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_brown_shoes\000003.jpg,charcoal grey,yellow tie,brown shoes,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_brown_shoes\000004.png,charcoal grey,yellow tie,brown shoes,beige,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_brown_shoes\000005.jpg,charcoal grey,yellow tie,brown shoes,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_grey_shoes\000001.jpg,charcoal grey,yellow tie,grey shoes,pale brown,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_grey_shoes\000002.jpg,charcoal grey,yellow tie,grey shoes,black,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_grey_shoes\000003.jpg,charcoal grey,yellow tie,grey shoes,baby pink,baby pink
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_grey_shoes\000004.jpg,charcoal grey,yellow tie,grey shoes,black,black
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_grey_shoes\000005.jpg,charcoal grey,yellow tie,grey shoes,black,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_white_shoes\000001.jpg,charcoal grey,yellow tie,white shoes,black,white
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_white_shoes\000002.jpg,charcoal grey,yellow tie,white shoes,white,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_white_shoes\000003.jpg,charcoal grey,yellow tie,white shoes,beige,brown
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_white_shoes\000004.jpg,charcoal grey,yellow tie,white shoes,pale brown,Blue
./image_dataset\men_wearing_charcoal_grey_blazer_with_yellow_tie_and_white_shoes\000005.jpg,charcoal grey,yellow tie,white shoes,black,white
./image_dataset\men_wearing_checked_blazer_with_beige_shoes\000001.jpg,checked,,beige shoes,pale brown,baby pink
./image_dataset\men_wearing_checked_blazer_with_beige_shoes\000002.jpg,checked,,beige shoes,black,Blue
./image_dataset\men_wearing_checked_blazer_with_beige_shoes\000003.jpg,checked,,beige shoes,black,black
./image_dataset\men_wearing_checked_blazer_with_beige_shoes\000004.jpg,checked,,beige shoes,pale brown,white
./image_dataset\men_wearing_checked_blazer_with_beige_shoes\000005.jpg,checked,,beige shoes,pale brown,baby pink
./image_dataset\men_wearing_checked_blazer_with_black_shoes\000001.jpg,checked,,black shoes,black,white
./image_dataset\men_wearing_checked_blazer_with_black_shoes\000002.jpg,checked,,black shoes,black,black
./image_dataset\men_wearing_checked_blazer_with_black_shoes\000003.jpg,checked,,black shoes,white,brown
./image_dataset\men_wearing_checked_blazer_with_black_shoes\000004.jpg,checked,,black shoes,black,white
./image_dataset\men_wearing_checked_blazer_with_black_shoes\000005.jpg,checked,,black shoes,baby pink,white
./image_dataset\men_wearing_checked_blazer_with_blue_tie\000001.jpg,checked,blue tie,,baby pink,Blue
./image_dataset\men_wearing_checked_blazer_with_blue_tie\000002.jpg,checked,blue tie,,beige,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie\000003.jpg,checked,blue tie,,white,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie\000004.jpg,checked,blue tie,,black,brown
./image_dataset\men_wearing_checked_blazer_with_blue_tie\000005.jpg,checked,blue tie,,white,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_beige_shoes\000001.jpg,checked,blue tie,beige shoes,baby pink,white
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_beige_shoes\000002.jpg,checked,blue tie,beige shoes,black,brown
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_beige_shoes\000003.jpg,checked,blue tie,beige shoes,white,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_beige_shoes\000004.jpg,checked,blue tie,beige shoes,pale brown,brown
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_beige_shoes\000005.jpg,checked,blue tie,beige shoes,black,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_black_shoes\000001.jpg,checked,blue tie,black shoes,black,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_black_shoes\000002.jpg,checked,blue tie,black shoes,pale brown,Blue
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_black_shoes\000003.jpg,checked,blue tie,black shoes,black,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_black_shoes\000004.jpg,checked,blue tie,black shoes,white,brown
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_black_shoes\000005.jpg,checked,blue tie,black shoes,black,white
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_brown_shoes\000001.jpg,checked,blue tie,brown shoes,beige,Blue
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_brown_shoes\000002.jpg,checked,blue tie,brown shoes,beige,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_brown_shoes\000003.jpg,checked,blue tie,brown shoes,baby pink,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_brown_shoes\000004.jpg,checked,blue tie,brown shoes,pale brown,brown
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_brown_shoes\000005.jpg,checked,blue tie,brown shoes,black,Blue
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_grey_shoes\000001.jpg,checked,blue tie,grey shoes,pale brown,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_grey_shoes\000002.jpg,checked,blue tie,grey shoes,white,white
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_grey_shoes\000003.jpg,checked,blue tie,grey shoes,beige,white
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_grey_shoes\000004.jpg,checked,blue tie,grey shoes,pale brown,black
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_grey_shoes\000005.jpg,checked,blue tie,grey shoes,baby pink,white
./image_dataset\men_wearing_checked_blazer_with_blue_tie_and_white_shoes\000001.jpg,checked,blue tie,white shoes,black,Blue
